CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
006530;TOM.EXTERNA PERLEX 10AMP                          ;0022;00000000;00000000;00000000;000000029715;00000450;UN;00000000
006531;LAMPADA ELETR.GOLDEN 3U 15WATS                    ;0022;00000000;00000000;00000000;000000047885;00000720;UN;00000000
006532;LAMPADA ELETR.GOLDEN 3U 20WATS                    ;0022;00000000;00000000;00000000;000000054510;00000890;UN;00000000
006533;SUPORTE CALHA ALUM.RETO AMANCO                    ;0045;00000000;00000000;00000400;000000028560;00000430;UN;00000000
006534;SENSOR NIVEL BELMAR SUP/INF BIV.                  ;0022;00000000;00000000;00000100;000000187500;00002890;UN;00000000
006535;CHURRASQUEIRA GUDIM MINI ABAFO GALV.              ;0018;00000000;00000000;00000100;000000540000;00008100;UN;00000000
006536;CHURRASQUEIRA GUDIM MINI ABAFO INOX               ;0018;00000000;00000000;00000100;000000600000;00012690;UN;00000000
006537;CHURRASQUEIRA GUDIM ABAFO MASTER INOX             ;0018;00000000;00000000;00000000;000000750000;00013590;UN;00000000
006538;CHURRASQUEIRA GUDIM POPULAR 04 S/GRELHA           ;0018;00000000;00000000;00000400;000000400000;00006890;UN;00000000
006539;TABUA PASSAR GUDIM MILANO                         ;0007;00000000;00000000;00000300;000000335000;00005050;UN;00000000
006540;FRUTEIRA GUDIM ROMA T/INOX                        ;0018;00000000;00000000;00000100;000000580000;00012790;UN;00000000
006541;FRUTEIRA GUDIM VENEZA T/INOX                      ;0018;00000000;00000000;00000100;000000964200;00014490;UN;00000000
006542;VARAL TETO 1.20MT VR03                            ;0017;00000000;00000000;00000000;000000190000;00003990;UN;00000000
006543;FRUTEIRA GUDIM VENEZA T/COR                       ;0007;00000000;00000000;00000100;000000740000;00011990;UN;00000000
006544;FORNO GUDIM GALV. 06                              ;0018;00000000;00000000;00000100;000000843000;00012790;UN;00000000
006545;BALDE GUDIM P/GELO 7LTS                           ;0018;00000000;00000000;00000500;000000150000;00002290;UN;00000000
006546;GRELHA CHURRASCO GUDIM N4 C/2 CABOS               ;0018;00000000;00000000;00000700;000000262000;00004490;UN;00000000
006547;TECPLUS IPERME. QUARTOLIT 1L                      ;0026;00000000;00000000;00001400;000000057598;00000890;SC;00000000
006548;CONTROLE P/VENT.TETO ROTATIVO QV37                ;0022;00000000;00000000;00000400;000000152300;00002290;UN;00000000
006549;SOQUETE S/CHAVE FOXLUX                            ;0022;00000000;00000000;00005200;000000018100;00000280;UN;00000000
006550;APARADOR GRAMA TRAMONTINA 1000/127                ;0016;00000000;00000000;00000100;000001696300;00026990;UN;00000000
006551;APARADOR GRAMA BLACK/DECKER 500/127               ;0016;00000000;00000000;00000000;000001246685;00018790;UN;00000000
006552;FACA TRAMON.INOX 07 (22921/107) CARTELA           ;0007;00000000;00000000;00000600;000000092850;00001490;UN;00000000
006553;FAQUEIRO BARICHELLO INOX 24PCS 2520/24            ;0007;00000000;00000000;00000300;000000302950;00004690;UN;00000000
006554;PEN DRIVE MULTILASER 8G 3 EM 1                    ;0050;00000000;00000000;00000000;000000173700;00002900;UN;00000000
006555;CADEIRA PLAST C/BRACO INFANTIL                    ;0018;00000000;00000000;00000500;000000097700;00001590;UN;00000000
006556;ESPACADOR PISO 6MM C/100                          ;0018;00000000;00000000;00000900;000000009280;00000250;SC;00000000
006557;CABO ACO 1/4(6,4MM)                               ;0017;00000000;00000000;00009600;000000032448;00000650;MT;00000000
006558;MASCARA DESCART.WORKER PFFI AZUL                  ;0018;00000000;00000000;00000000;000000008006;00000125;UN;00000000
006559;ASSENTO ASTRA ALMOFADADO CARAMELO                 ;0021;00000000;00000000;00000200;000000433750;00006990;UN;00000000
006560;ASSENTO ASTRA ALMOFADADO CINZA CLARO              ;0021;00000000;00000000;00000000;000000433750;00006990;UN;00000000
006561;ASSENTO ASTRA ALMOFADADO CINZA ESCURO             ;0021;00000000;00000000;00000100;000000433750;00006990;UN;00000000
006562;CAIXA DESC.ASTRA 9LT BEGE                         ;0021;00000000;00000000;00000200;000000165300;00002550;UN;00000000
006563;CAIXA DESC.ASTRA 9LT CARAMELO                     ;0021;00000000;00000000;00000000;000000165300;00002550;UN;00000000
006564;CAIXA DESC.ASTRA 9LT CINZA CLARO                  ;0021;00000000;00000000;00000300;000000165300;00002550;UN;00000000
006565;CAIXA DESC.ASTRA 9LT CINZA ESCURO                 ;0021;00000000;00000000;00000400;000000165300;00002550;UN;00000000
006566;TUBO ROSCA KRONA 1/2X3MT                          ;0041;00000000;00000000;00000000;000000000000;00001090;UN;00000000
006567;TUBO ROSCA KRONA 1/2X6MT                          ;0041;00000000;00000000;00000100;000000144460;00002190;UN;00000000
006568;EMENDA RAPIDA P/MANGUEIRA                         ;0018;00000000;00000000;00001800;000000022200;00000350;UN;00000000
006569;JOGO CACAROLA CINTRA CRAQUEADO                    ;0008;00000000;00000000;00000400;000000970000;00014990;UN;00000000
006570;SODA CAUSTICA POTE BRADOC 300GR                   ;0019;00000000;00000000;00000100;000000046500;00000695;UN;00000000
006571;OCULOS SEGURANCA INCOLOR SUPER SAFETY             ;0018;00000000;00000000;00000000;000000029118;00000450;UN;00000000
006572;CHIBANCA GUEPAR S/CABO FORJADA                    ;0016;00000000;00000000;00000200;000000218560;00003290;UN;00000000
006573;ALVIAO GUEPAR S/CABO FORJADA                      ;0016;00000000;00000000;00000200;000000221090;00003390;UN;00000000
006574;CARVAO ELETR.FUR.MAKITA CB50/51 (EL75)            ;0022;00000000;00000000;00000600;000000033000;00000495;UN;00000000
006575;CINTO SEGURANCA PARAQUEDISTA                      ;0016;00000000;00000000;00000200;000000305000;00004590;UN;00000000
006576;ESTICADOR CABO ACO 1/4                            ;0017;00000000;00000000;00001200;000000032400;00000550;UN;00000000
006577;CONDUITE FREIO VERMELHO HOLOGRAFICO               ;0015;00000000;00000000;00000100;000000015250;00000230;UN;00000000
006578;MANOPLA ARCO IRIS AZUL (60391)                    ;0015;00000000;00000000;00000100;000000027400;00000420;PR;00000000
006579;MANOPLA ARCO IRIS VERMELHA (60395)                ;0015;00000000;00000000;00000000;000000027400;00000420;PR;00000000
006580;REMENDO RETAN. RBM02 65MM (60404)                 ;0015;00000000;00000000;00008500;000000001625;00000040;UN;00000000
006581;FACA A€OUGUE TRAMONTINA 6" 24472/186              ;0007;00000000;00000000;00000100;000000204750;00003090;UN;00000000
006582;FACA A€OUGUE MARTINAZZO 8" PROF                   ;0007;00000000;00000000;00000200;000000186060;00002795;UN;00000000
006583;TRENA FIBRA 30MT ABERTA                           ;0016;00000000;00000000;00000100;000000151500;00002290;UN;00000000
006584;CONJ.SOBREMESA INOX MARTINAZZO 14PCS              ;0007;00000000;00000000;00000000;000000331150;00004990;UN;00000000
006585;BOIA PESCA LAMBARI N.00                           ;0012;00000000;00000000;00011800;000000000485;00000010;UN;00000000
006586;BOIA PESCA LAMBARI N.07                           ;0012;00000000;00000000;00008900;000000002445;00000040;UN;00000000
006587;BOIA PESCA LAMBARI N.09                           ;0012;00000000;00000000;00004700;000000005143;00000075;UN;00000000
006588;BOIA PESCA LAMBARI N.11                           ;0012;00000000;00000000;00005000;000000007990;00000120;UN;00000000
006589;BOIA PESCA ARREMESSO N.06                         ;0012;00000000;00000000;00000800;000000013425;00000200;UN;00000000
006590;BOIA PESCA ARREMESSO N.07                         ;0012;00000000;00000000;00003400;000000015108;00000230;UN;00000000
006591;BOIA PESCA ARREMESSO N.08                         ;0012;00000000;00000000;00003500;000000016908;00000260;UN;00000000
006592;BOIA PESCA ARREMESSO N.10                         ;0012;00000000;00000000;00003200;000000022483;00000340;UN;00000000
006593;CANTONEIRA ALUM.L 3MTS 1/2                        ;0017;00000500;00000000;00001000;000000038900;00000590;UN;00000000
006594;CANTONEIRA ALUM.L 3MTS 3/4                        ;0017;00000000;00000000;00001500;000000052800;00000850;UN;00000000
006595;SUPORTE MANGUEIRA HERC                            ;0018;00000000;00000000;00000300;000000054600;00000850;UN;00000000
006596;ALVIAO TENACE C/CABO                              ;0016;00000000;00000000;00000200;000000246500;00003695;UN;00000000
006597;BORBOLETA LOTH BICROMATIZADA                      ;0017;00000000;00000000;00000800;000000022900;00000350;UN;00000000
006598;TUBO SOLDA MULTILIT 20MMX3MT                      ;0041;00000000;00000000;00000000;000000000000;00000560;VR;00000000
006599;TUBO SOLDA MULTILIT 20MMX6MT                      ;0041;00000000;00000000;00000000;000000073900;00001120;VR;00000000
006600;JAN.ALUM.M.BONITO 4F.C/B 100X100                  ;0051;00000000;00000000;00000100;000001736000;00026090;UN;00000000
006601;JAN.ALUM.M.BONITO 4F.S/B 100X100                  ;0051;00000000;00000000;00000300;000001496000;00023990;UN;00000000
006602;JAN.ALUM.M.BONITO 4F.S/B 100X120                  ;0051;00000000;00000000;00000000;000001680000;00025200;UN;00000000
006603;TOM.EMB.4X2 VELTRA BRANCO 2P+T 10A  27150         ;0022;00000000;00000000;00006700;000000022630;00000395;UN;00000000
006604;TOM.EMB.4X2 VELTRA BRANCO 2P+T 20A  29150         ;0022;00000000;00000000;00002300;000000029150;00000480;UN;00000000
006605;CONJ.VELTRA 4X2 BRANCO 2TOM.10A  27109            ;0022;00000000;00000000;00002600;000000040290;00000695;UN;00000000
006606;CONJ.VELTRA 4X2 BRANCO 1TC SIMPLES  21100         ;0022;00000000;00000000;00009300;000000020100;00000350;UN;00000000
006607;CONJ.VELTRA 4X2 BRANCO 2TC SIMPLES  22100         ;0022;00000000;00000000;00004000;000000034485;00000580;UN;00000000
006608;CONJ.VELTRA 4X2 BRANCO 2TC+TOM 10A  27110         ;0022;00000000;00000000;00003100;000000052560;00000790;UN;00000000
006609;CONJ.VELTRA 4X2 BRANCO 1TC+1TOM 10A  27103        ;0022;00000000;00000000;00002800;000000042350;00000640;UN;00000000
006610;INTER.EXT.VELTRA 1 TECLA SIMPLES  51100           ;0022;00000000;00000000;00003600;000000016739;00000295;UN;00000000
006611;INTER.EXT.VELTRA 2TECLA SIMPLES  52100            ;0022;00000000;00000000;00002000;000000033370;00000550;UN;00000000
006612;PINO FEMEA VELTRA 2P 10A   40311                  ;0022;00000000;00000000;00000000;000000010340;00000180;UN;00000000
006613;INTER.EXT.VELTRA 1TECLA+1TOM 10A  57103           ;0022;00000000;00000000;00001800;000000037830;00000595;UN;00000000
006614;PINO MACHO VELTRA 2P 10A  40302                   ;0022;00000000;00000000;00002000;000000012400;00000199;UN;00000000
006615;PORCA SEXTAVADA 5/8                               ;0017;00000000;00000000;00010000;000000002553;00000040;UN;00000000
006616;BARRA ROSQUEADA 5/8X1MT                           ;0017;00000000;00000000;00000500;000000130080;00001960;UN;00000000
006617;ELETRODO VONDER 2.50MM  60.13                     ;0017;00000000;00000000;00000950;000000088260;00001550;KG;00000000
006618;VEDA CALHA BRASCOLA 280GR ALUM.                   ;0013;00000000;00000000;00000000;000000079600;00001195;UN;00000000
006619;ESCOVA ACO CIRC 6X1/2X5/8 VONDER                  ;0016;00000000;00000000;00000500;000000200200;00003090;UN;00000000
006620;GRAXA VONDER 500G                                 ;0019;00000000;00000000;00000400;000000102490;00001590;UN;00000000
006621;MOTO ESMERIL SCHULZ M.PLUS 5"180W BIV 60HZ        ;0016;00000000;00000000;00000200;000000843180;00013690;UN;00000000
006622;MOTO ESMERIL SCHULZ M.PLUS 6"300W BIV 60HZ        ;0016;00000000;00000000;00000000;000001122284;00017500;UN;00000000
006623;PLAINA SCHULZ 800W 127V                           ;0016;00000000;00000000;00000200;000001527917;00025990;UN;00000000
006624;LIXADEIRA SCHULZ ORBITAL 187X90MM 140W            ;0016;00000000;00000000;00000000;000000706996;00011490;UN;00000000
006625;SERRA CIRCULAR SCHULZ 1200W.71/4" 127V            ;0016;00000000;00000000;00000100;000002203390;00033900;UN;00000000
006626;ESMERILH.ANGULAR SCHULZ 1010W 41/2 127V           ;0016;00000000;00000000;00000000;000001495855;00022990;UN;00000000
006627;SERRA MARMORE SCHULZ 1300W 127V                   ;0016;00000000;00000000;00000200;000001659527;00026990;UN;00000000
006628;SERRA TICO TICO SCHULZ 570W 127V                  ;0016;00000000;00000000;00000100;000001150092;00017990;UN;00000000
006629;FURADEIRA SCHULZ IMPACTO 3/8 400W 127V            ;0016;00000000;00000000;00000300;000000624960;00009990;UN;00000000
006630;FURADEIRA SCHULZ IMPACTO 1/2 650W 127V            ;0016;00000000;00000000;00000100;000000989520;00015590;UN;00000000
006631;ASPIRADOR PO SCHULZ  600W 127V                    ;0016;00000000;00000000;00000200;000000688762;00010990;UN;00000000
006632;ASPIRADOR PO SCHULZ 1200W 127V                    ;0016;00000000;00000000;00000100;000001117923;00017500;UN;00000000
006633;VALVULA AMERICANA INOX                            ;0021;00000000;00000000;00000100;000000085266;00001290;UN;00000000
006634;PORTA CADEADO ROCHA  90MM (CART)                  ;0017;00000000;00000000;00000800;000000034326;00000520;CT;00000000
006635;RELE FOTOELETRICO BIVOLT                          ;0022;00000000;00000000;00000000;000000172933;00002595;UN;00000000
006636;FECHO PORTA CADEADO LOTH 4"                       ;0017;00000000;00000000;00000000;000000040566;00000610;CT;00000000
006637;FECHO PORTA CADEADO LOTH 5"                       ;0017;00000000;00000000;00000400;000000045383;00000690;CT;00000000
006638;CHURRASQUEIRA PESCADOR REDONDA C/ELEVADOR         ;0018;00000000;00000000;00000100;000000650000;00010800;UN;00000000
006639;BOIA CX.D`AGUA 1/2-3/4 ECOLOGICA CIPLA            ;0021;00000000;00000000;00002400;000000030539;00000495;UN;00000000
006640;ESGUICHO T.REVOLVER CIPLA                         ;0042;00000000;00000000;00001000;000000051394;00000790;UN;00000000
006641;ENGATE PLAST.1/2X100CM                            ;0021;00000000;00000000;00000700;000000040359;00000620;UN;00000000
006642;FORNO GUDIM GALV. 04                              ;0018;00000000;00000000;00000100;000000761400;00011490;UN;00000000
006643;GRELHA CHURRASCO GUDIM ESPECIAL (40X45)           ;0018;00000000;00000000;00000300;000000375300;00005690;UN;00000000
006644;GRELHA CHURRASCO GUDIM ESPECIAL (50X45)           ;0018;00000000;00000000;00000200;000000392400;00005990;UN;00000000
006645;KIT CHAMINET 100CM                                ;0018;00000000;00000000;00000200;000000655500;00009890;UN;00000000
006646;CHURRASQUEIRA GUDIM CARIOCA GALV.N.3              ;0018;00000000;00000000;00000200;000000532000;00007990;UN;00000000
006647;PA QUADR.VIAT.C/C (Y PLAST)                       ;0016;00000000;00000000;00000500;000000126800;00001990;UN;00000000
006648;CAIXA GORDURA HERC 250X250X75                     ;0021;00000000;00000000;00000200;000000449800;00006790;UN;00000000
006649;COLABRAZ 750GR                                    ;0013;00000000;00000000;00000000;000000142800;00002190;UN;00000000
006650;MANG.ACQUAFLEX 3/4X2.0                            ;0042;00000000;00000000;00001800;000000017102;00000260;MT;00000000
006651;BROXA RETANG.ATLAS                                ;0023;00000000;00000000;00000000;000000018130;00000275;UN;00000000
006652;DISCO CORTE TYROLIT ACO 71/2X1,0 41X              ;0016;00000000;00000000;00000000;000000035400;00000530;UN;00000000
006653;DISCO CORTE TYROLIT A.INOX 71/2 X 1,0 41F         ;0016;00000000;00000000;00000000;000000049500;00000750;UN;00000000
006654;CONTROLE P/VENT.TETO DESLIZANTE QV36              ;0022;00000000;00000000;00000300;000000152300;00002290;UN;00000000
006655;CATRACA P/CARGA 5M STARFER                        ;0016;00000000;00000000;00000300;000000081133;00001290;PC;00000000
